id_proyecto,titulo,precio_texto,precio_valor,tipo_moneda,ubicacion,caracteristicas,link,fecha_scraping
MLC-1528559633,,$ 72.000.000,72000000.0,$,,1 baño|32 m² útiles,https://www.portalinmobiliario.com/MLC-1528559633-excelente-oficina-a-pasos-de-metro-plaza-de-armas-cod-89-_JM#position%3D29%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:36.434987
MLC-2145572594,,UF 2.000,2000.0,UF,"Plaza De Armas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",1 baño|47 m² útiles,https://www.portalinmobiliario.com/MLC-2145572594-oficina-en-venta-en-santiago-_JM#position%3D30%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:36.696245
MLC-1509256509,,UF 4.980,4980.0,UF,"Paseo Bulnes Cercano Al Palacio De La Moneda, Bulnes, Santiago, RM (Metropolitana)",1 baño|111 m² útiles,https://www.portalinmobiliario.com/MLC-1509256509-oficina-en-venta-en-santiago-de-110-m2-paseo-bulnes-_JM#position%3D31%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:36.954178
MLC-2463425444,,UF 5.490,5490.0,UF,"Paseo Ahumada | Oficina En Venta 3p 4b | Santiago Centro | One Propiedades, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",4 baños|136 m² útiles,https://www.portalinmobiliario.com/MLC-2463425444-oficina-venta-paseo-ahumada-136m-oportunidad-escucha-oferta-_JM#position%3D32%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:37.315693
MLC-2740476894,,UF 4.800,4800.0,UF,,2 baños|110 m² útiles,https://www.portalinmobiliario.com/MLC-2740476894-metro-santa-isabel-_JM#position%3D33%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:37.630674
MLC-2647130874,,UF 9.712,9712.0,UF,"Monjitas 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",3 baños|218 m² útiles,https://www.portalinmobiliario.com/MLC-2647130874-metro-bellas-artes-monjitas-oferta-recupero-banco-amoblada-_JM#position%3D34%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:38.118731
MLC-2686619338,,UF 16.000,16000.0,UF,"San Isidro, Santa Isabel, Santiago, RM (Metropolitana)",3 baños|550 m² útiles,https://www.portalinmobiliario.com/MLC-2686619338-venta-industrial-galpon-oficinas-san-isidro-con-maule-_JM#position%3D35%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:38.380339
MLC-1522828271,,$ 150.000.000,150000000.0,$,"Huérfanos 1050, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",1 baño|80 m² útiles,https://www.portalinmobiliario.com/MLC-1522828271-en-huerfanos-venta-de-oficina-_JM#position%3D36%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:38.651436
MLC-1478377473,,UF 31.500,31500.0,UF,"Piso 9, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",12 baños|876 m² útiles,https://www.portalinmobiliario.com/MLC-1478377473-oficina-en-venta-en-santiago-_JM#position%3D37%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:38.952311
MLC-1506492071,,UF 4.500,4500.0,UF,"San Antonio 418, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",2 baños|115 m² útiles,https://www.portalinmobiliario.com/MLC-1506492071-espaciosa-oficina-en-el-corazon-de-santiago-y-plaza-de-armas-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:39.256137
